B_Age,B_Height,B_HomeTown,B_ID,B_Location,B_Name,B_Weight,winby,winner,B__Round1_Grappling_Reversals_Landed,B__Round1_Grappling_Standups_Landed,B__Round1_Grappling_Submissions_Attempts,B__Round1_Grappling_Takedowns_Attempts,B__Round1_Grappling_Takedowns_Landed,B__Round1_Strikes_Body Significant Strikes_Attempts,B__Round1_Strikes_Body Significant Strikes_Landed,B__Round1_Strikes_Body Total Strikes_Attempts,B__Round1_Strikes_Body Total Strikes_Landed,B__Round1_Strikes_Clinch Body Strikes_Attempts,B__Round1_Strikes_Clinch Body Strikes_Landed,B__Round1_Strikes_Clinch Head Strikes_Attempts,B__Round1_Strikes_Clinch Head Strikes_Landed,B__Round1_Strikes_Clinch Leg Strikes_Attempts,B__Round1_Strikes_Clinch Leg Strikes_Landed,B__Round1_Strikes_Clinch Significant Kicks_Attempts,B__Round1_Strikes_Clinch Significant Kicks_Landed,B__Round1_Strikes_Clinch Significant Punches_Attempts,B__Round1_Strikes_Clinch Significant Punches_Landed,B__Round1_Strikes_Clinch Significant Strikes_Attempts,B__Round1_Strikes_Clinch Significant Strikes_Landed,B__Round1_Strikes_Clinch Total Strikes_Attempts,B__Round1_Strikes_Clinch Total Strikes_Landed,B__Round1_Strikes_Distance Body Kicks_Attempts,B__Round1_Strikes_Distance Body Kicks_Landed,B__Round1_Strikes_Distance Body Punches_Attempts,B__Round1_Strikes_Distance Body Punches_Landed,B__Round1_Strikes_Distance Body Strikes_Attempts,B__Round1_Strikes_Distance Body Strikes_Landed,B__Round1_Strikes_Distance Head Kicks_Attempts,B__Round1_Strikes_Distance Head Kicks_Landed,B__Round1_Strikes_Distance Head Punches_Attempts,B__Round1_Strikes_Distance Head Punches_Landed,B__Round1_Strikes_Distance Head Strikes_Attempts,B__Round1_Strikes_Distance Head Strikes_Landed,B__Round1_Strikes_Distance Leg Kicks_Attempts,B__Round1_Strikes_Distance Leg Kicks_Landed,B__Round1_Strikes_Distance Leg Strikes_Attempts,B__Round1_Strikes_Distance Leg Strikes_Landed,B__Round1_Strikes_Distance Strikes_Attempts,B__Round1_Strikes_Distance Strikes_Landed,B__Round1_Strikes_Ground Body Strikes_Attempts,B__Round1_Strikes_Ground Body Strikes_Landed,B__Round1_Strikes_Ground Head Strikes_Attempts,B__Round1_Strikes_Ground Head Strikes_Landed,B__Round1_Strikes_Ground Leg Strikes_Attempts,B__Round1_Strikes_Ground Leg Strikes_Landed,B__Round1_Strikes_Ground Significant Kicks_Attempts,B__Round1_Strikes_Ground Significant Kicks_Landed,B__Round1_Strikes_Ground Significant Punches_Attempts,B__Round1_Strikes_Ground Significant Punches_Landed,B__Round1_Strikes_Ground Significant Strikes_Attempts,B__Round1_Strikes_Ground Significant Strikes_Landed,B__Round1_Strikes_Ground Total Strikes_Attempts,B__Round1_Strikes_Ground Total Strikes_Landed,B__Round1_Strikes_Head Significant Strikes_Attempts,B__Round1_Strikes_Head Significant Strikes_Landed,B__Round1_Strikes_Head Total Strikes_Attempts,B__Round1_Strikes_Head Total Strikes_Landed,B__Round1_Strikes_Kicks_Attempts,B__Round1_Strikes_Kicks_Landed,B__Round1_Strikes_Knock Down_Landed,B__Round1_Strikes_Leg Total Strikes_Attempts,B__Round1_Strikes_Leg Total Strikes_Landed,B__Round1_Strikes_Legs Significant Strikes_Attempts,B__Round1_Strikes_Legs Significant Strikes_Landed,B__Round1_Strikes_Legs Total Strikes_Attempts,B__Round1_Strikes_Legs Total Strikes_Landed,B__Round1_Strikes_Punches_Attempts,B__Round1_Strikes_Punches_Landed,B__Round1_Strikes_Significant Strikes_Attempts,B__Round1_Strikes_Significant Strikes_Landed,B__Round1_Strikes_Total Strikes_Attempts,B__Round1_Strikes_Total Strikes_Landed,R__Round5_Grappling_Reversals_Landed,R__Round5_Grappling_Standups_Landed,R__Round5_Grappling_Submissions_Attempts,R__Round5_Grappling_Takedowns_Attempts,R__Round5_Grappling_Takedowns_Landed,R__Round5_Strikes_Body Significant Strikes_Attempts,R__Round5_Strikes_Body Significant Strikes_Landed,R__Round5_Strikes_Body Total Strikes_Attempts,R__Round5_Strikes_Body Total Strikes_Landed,R__Round5_Strikes_Clinch Body Strikes_Attempts,R__Round5_Strikes_Clinch Body Strikes_Landed,R__Round5_Strikes_Clinch Head Strikes_Attempts,R__Round5_Strikes_Clinch Head Strikes_Landed,R__Round5_Strikes_Clinch Leg Strikes_Attempts,R__Round5_Strikes_Clinch Leg Strikes_Landed,R__Round5_Strikes_Clinch Significant Kicks_Attempts,R__Round5_Strikes_Clinch Significant Kicks_Landed,R__Round5_Strikes_Clinch Significant Punches_Attempts,R__Round5_Strikes_Clinch Significant Punches_Landed,R__Round5_Strikes_Clinch Significant Strikes_Attempts,R__Round5_Strikes_Clinch Significant Strikes_Landed,R__Round5_Strikes_Clinch Total Strikes_Attempts,R__Round5_Strikes_Clinch Total Strikes_Landed,R__Round5_Strikes_Distance Body Kicks_Attempts,R__Round5_Strikes_Distance Body Kicks_Landed,R__Round5_Strikes_Distance Body Punches_Attempts,R__Round5_Strikes_Distance Body Punches_Landed,R__Round5_Strikes_Distance Body Strikes_Attempts,R__Round5_Strikes_Distance Body Strikes_Landed,R__Round5_Strikes_Distance Head Kicks_Attempts,R__Round5_Strikes_Distance Head Kicks_Landed,R__Round5_Strikes_Distance Head Punches_Attempts,R__Round5_Strikes_Distance Head Punches_Landed,R__Round5_Strikes_Total Strikes_Landed
40.0,167.0,East London England,1170,East London England,Brad Pickett,61.0,DEC,red,0.0,1.0,1.0,10.0,2.0,24.0,15.0,35.0,26.0,4.0,3.0,13.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,18.0,11.0,20.0,12.0,1.0,1.0,3.0,2.0,19.0,11.0,0.0,0.0,34.0,20.0,155.0,33.0,1.0,1.0,19.0,11.0,193.0,55.0,1.0,1.0,17.0,9.0,0.0,0.0,0.0,0.0,10.0,4.0,18.0,10.0,55.0,41.0,185.0,49.0,211.0,69.0,2.0,2.0,0.0,,,20.0,12.0,22.0,13.0,69.0,43.0,229.0,76.0,268.0,108.0,0.0,3.0,0.0,0.0,0.0,7.0,3.0,9.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,21.0
30.0,193.0,Airdrie Scotland,2834,Coatbridge Scotland,Paul Craig,93.0,SUB,blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.0,180.0,"Houston, Texas United States",2737,"Houston, Texas United States",Alex Morono,77.0,DEC,blue,0.0,0.0,0.0,0.0,0.0,4.0,3.0,4.0,3.0,0.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,11.0,6.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,28.0,7.0,0.0,0.0,3.0,0.0,35.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,8.0,35.0,9.0,0.0,0.0,0.0,,,3.0,0.0,7.0,4.0,0.0,0.0,41.0,11.0,46.0,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.0,165.0,Bogotá Colombia,2462,Cundinamarca Colombia,Fredy Serrano,56.0,DEC,red,0.0,1.0,0.0,10.0,4.0,10.0,7.0,11.0,8.0,1.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,4.0,12.0,7.0,0.0,0.0,0.0,0.0,9.0,7.0,0.0,0.0,0.0,0.0,54.0,13.0,0.0,0.0,3.0,2.0,66.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,62.0,17.0,71.0,24.0,0.0,0.0,0.0,,,3.0,2.0,3.0,2.0,0.0,0.0,75.0,26.0,85.0,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,175.0,"Culiacan, Sinaloa Mexico",2843,"Gudalajara, Jalisco Mexico",Irene Aldana,61.0,DEC,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37.0,170.0,Nagasaki Japan,1177,Tokyo Japan,Mizuto Hirota,70.0,DEC,blue,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,47.0,9.0,0.0,0.0,5.0,3.0,56.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.0,9.0,47.0,9.0,0.0,0.0,0.0,,,5.0,3.0,5.0,3.0,0.0,0.0,56.0,13.0,56.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.0,170.0,"Riverside, California USA",1828,"Venice, California USA",Ronda Rousey,61.0,KO/TKO,red,0.0,0.0,1.0,2.0,1.0,19.0,16.0,20.0,17.0,14.0,13.0,27.0,17.0,1.0,1.0,0.0,0.0,0.0,0.0,42.0,31.0,48.0,37.0,1.0,1.0,0.0,0.0,5.0,3.0,0.0,0.0,12.0,11.0,65.0,19.0,0.0,0.0,0.0,0.0,70.0,22.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,9.0,9.0,14.0,14.0,101.0,45.0,110.0,54.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,13.0,12.0,121.0,62.0,132.0,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.0,175.0,Santiago Dominican Republic,2130,"Montreal, Quebec Canada",Alex Garcia,77.0,KO/TKO,blue,0.0,2.0,0.0,8.0,6.0,7.0,3.0,16.0,12.0,2.0,2.0,7.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,10.0,5.0,12.0,7.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,1.0,49.0,13.0,81.0,16.0,1.0,0.0,1.0,1.0,86.0,18.0,1.0,0.0,16.0,8.0,0.0,0.0,0.0,0.0,2.0,2.0,17.0,8.0,47.0,30.0,104.0,26.0,126.0,41.0,6.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,0.0,57.0,19.0,113.0,31.0,145.0,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.0,187.0,"Wilburton, Oklahoma United States",1952,"Albuquerque, New Mexico United States",Tim Means,77.0,,no contest,0.0,7.0,0.0,7.0,1.0,83.0,43.0,94.0,54.0,11.0,8.0,36.0,23.0,3.0,1.0,2.0,1.0,3.0,3.0,50.0,32.0,76.0,56.0,6.0,4.0,5.0,2.0,72.0,35.0,3.0,1.0,22.0,8.0,212.0,74.0,8.0,7.0,27.0,26.0,311.0,135.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,15.0,11.0,251.0,99.0,277.0,120.0,23.0,17.0,0.0,,,30.0,27.0,31.0,28.0,30.0,13.0,364.0,169.0,402.0,202.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.0,190.0,"Brooklyn, New York United States",2047,"Denver, Colorado United States",Neil Magny,77.0,DEC,blue,0.0,7.0,0.0,30.0,12.0,40.0,29.0,90.0,78.0,25.0,21.0,15.0,8.0,8.0,7.0,5.0,4.0,2.0,0.0,48.0,36.0,102.0,83.0,2.0,1.0,0.0,0.0,12.0,5.0,2.0,1.0,67.0,12.0,236.0,66.0,4.0,3.0,18.0,12.0,266.0,83.0,3.0,3.0,40.0,29.0,3.0,2.0,4.0,3.0,36.0,35.0,46.0,34.0,171.0,145.0,291.0,103.0,397.0,189.0,17.0,12.0,0.0,6.0,3.0,29.0,21.0,46.0,41.0,121.0,62.0,360.0,153.0,539.0,311.0,0.0,0.0,0.0,8.0,1.0,3.0,3.0,5.0,5.0,0.0,0.0,0.0,0.0,5.0,5.0,18.0,17.0,0.0,0.0,5.0,5.0,19.0,19.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,90.0,34.0,69.0
32.0,177.0,Brussels Belgium,942,Brussels Belgium,Tarec Saffiedine,77.0,DEC,red,0.0,1.0,0.0,0.0,0.0,12.0,11.0,14.0,13.0,6.0,6.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,7.0,19.0,15.0,0.0,0.0,1.0,0.0,6.0,5.0,0.0,0.0,36.0,7.0,93.0,18.0,6.0,5.0,24.0,20.0,123.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.0,19.0,104.0,25.0,6.0,5.0,0.0,13.0,9.0,24.0,20.0,11.0,11.0,37.0,7.0,134.0,50.0,142.0,58.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.0,182.0,Trento Italy,2783,Mezzocorona Italy,Marvin Vettori,84.0,DEC,red,0.0,1.0,1.0,1.0,1.0,0.0,0.0,11.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,63.0,47.0,14.0,10.0,57.0,39.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,14.0,10.0,68.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27.0,172.0,"Uhrichsville, Ohio USA",2369,"Sacramento, California USA",Cody Garbrandt,61.0,DEC,blue,0.0,0.0,0.0,3.0,3.0,4.0,2.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,154.0,44.0,0.0,0.0,14.0,9.0,172.0,55.0,0.0,0.0,22.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,12.0,28.0,18.0,177.0,57.0,183.0,63.0,0.0,0.0,3.0,,,14.0,9.0,14.0,9.0,0.0,0.0,195.0,68.0,201.0,74.0,0.0,0.0,0.0,4.0,2.0,7.0,3.0,7.0,3.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,48.0
28.0,160.0,"Paranagua, Parana Brazil",1966,"Paranagua, Parana Brazil",John Lineker,61.0,DEC,red,0.0,2.0,4.0,2.0,1.0,68.0,36.0,72.0,40.0,7.0,5.0,28.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,16.0,37.0,18.0,1.0,1.0,6.0,6.0,61.0,31.0,0.0,0.0,56.0,21.0,131.0,34.0,4.0,3.0,19.0,10.0,211.0,75.0,0.0,0.0,32.0,19.0,0.0,0.0,1.0,1.0,1.0,1.0,32.0,19.0,67.0,50.0,191.0,64.0,216.0,87.0,6.0,5.0,2.0,10.0,7.0,19.0,10.0,17.0,9.0,84.0,49.0,278.0,110.0,315.0,143.0,0.0,0.0,0.0,1.0,0.0,23.0,15.0,23.0,15.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,2.0,5.0,5.0,23.0,15.0,7.0,3.0,61.0,26.0,72.0
25.0,162.0,"Tucson, Arizona United States",2217,"Albuquerque, New Mexico United States",Ray Borg,56.0,DEC,blue,0.0,2.0,4.0,12.0,7.0,8.0,8.0,19.0,19.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,11.0,9.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,16.0,3.0,0.0,0.0,2.0,1.0,19.0,5.0,5.0,5.0,17.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,22.0,14.0,43.0,34.0,36.0,13.0,44.0,20.0,4.0,4.0,0.0,,,2.0,1.0,10.0,9.0,5.0,3.0,46.0,22.0,73.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.0,182.0,"Cape Coral, Florida United States",2851,"Cape Coral, Florida United States",Niko Price,77.0,SUB,blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.0,187.0,"Fort Lauderdale, Florida United States",502,"Orlando, Florida United States",Ben Saunders,77.0,DEC,blue,0.0,1.0,2.0,1.0,1.0,27.0,17.0,56.0,46.0,6.0,5.0,5.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,11.0,7.0,11.0,7.0,0.0,0.0,0.0,0.0,21.0,12.0,5.0,1.0,2.0,1.0,54.0,17.0,2.0,2.0,3.0,3.0,78.0,32.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,2.0,44.0,40.0,62.0,21.0,74.0,30.0,9.0,5.0,0.0,,,3.0,3.0,3.0,3.0,10.0,9.0,92.0,41.0,133.0,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.0,182.0,"Columbia, Missouri United States",2216,"Farmington, Missouri United States",Alex White,70.0,DEC,red,0.0,0.0,0.0,2.0,1.0,58.0,36.0,68.0,45.0,5.0,5.0,17.0,9.0,0.0,0.0,2.0,2.0,2.0,2.0,22.0,14.0,32.0,22.0,36.0,20.0,14.0,12.0,53.0,31.0,3.0,0.0,102.0,35.0,127.0,29.0,4.0,3.0,12.0,11.0,192.0,71.0,0.0,0.0,8.0,7.0,0.0,0.0,0.0,0.0,4.0,4.0,8.0,7.0,13.0,12.0,152.0,45.0,155.0,47.0,45.0,25.0,1.0,,,12.0,11.0,14.0,13.0,124.0,54.0,222.0,92.0,237.0,105.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30.0,172.0,"Kalamazoo, Michigan United States",2854,"Glendale, Arizona United States",Drakkar Klose,70.0,DEC,blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.0,182.0,Avignon France,2761,Avignon France,Cyril Asker,112.0,KO/TKO,blue,0.0,0.0,0.0,3.0,0.0,4.0,3.0,4.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,34.0,9.0,0.0,0.0,0.0,0.0,38.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,10.0,35.0,10.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,39.0,13.0,39.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39.0,190.0,Copenhagen Denmark,2810,Copenhagen Denmark,Joachim Christensen,93.0,KO/TKO,blue,0.0,0.0,0.0,0.0,0.0,4.0,2.0,7.0,5.0,2.0,1.0,10.0,6.0,1.0,1.0,0.0,0.0,0.0,0.0,13.0,8.0,30.0,22.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,51.0,13.0,0.0,0.0,3.0,3.0,56.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,19.0,75.0,30.0,0.0,0.0,0.0,,,4.0,4.0,4.0,4.0,0.0,0.0,69.0,25.0,86.0,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.0,193.0,"D'Iberville, Mississippi United States",2787,"D'Iberville, Mississippi United States",Chase Sherman,113.0,KO/TKO,red,0.0,0.0,0.0,0.0,0.0,7.0,4.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,53.0,11.0,0.0,0.0,18.0,15.0,78.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,11.0,54.0,12.0,0.0,0.0,0.0,,,18.0,15.0,18.0,15.0,0.0,0.0,78.0,30.0,79.0,31.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26.0,175.0,Tychy Poland,2484,Tychy Poland,Marcin Held,70.0,DEC,red,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,12.0,12.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,60.0,20.0,0.0,0.0,0.0,0.0,61.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,23.0,72.0,32.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,64.0,23.0,73.0,32.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25.0,167.0,"Milwaukee, Wisconsin United States",2118,"Milwaukee, Wisconsin United States",Sergio Pettis,56.0,DEC,blue,0.0,2.0,1.0,6.0,3.0,24.0,11.0,37.0,23.0,0.0,0.0,10.0,4.0,0.0,0.0,0.0,0.0,3.0,2.0,10.0,4.0,17.0,11.0,3.0,2.0,2.0,2.0,24.0,11.0,12.0,6.0,107.0,26.0,276.0,70.0,4.0,4.0,19.0,15.0,319.0,96.0,0.0,0.0,42.0,19.0,0.0,0.0,8.0,3.0,0.0,0.0,42.0,19.0,78.0,51.0,328.0,93.0,358.0,120.0,27.0,15.0,1.0,3.0,3.0,19.0,15.0,16.0,12.0,115.0,33.0,371.0,119.0,414.0,158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35.0,167.0,Rio de Janeiro Brazil,2748,"Glendale, Arizona United States",Augusto Mendes,61.0,DEC,blue,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,4.0,0.0,0.0,10.0,6.0,36.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,26.0,5.0,26.0,5.0,0.0,0.0,0.0,,,11.0,6.0,11.0,6.0,0.0,0.0,38.0,11.0,38.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28.0,190.0,Pribram Czech Republic,2233,Prague Czech Republic,Viktor Pesta,109.0,SUB,red,0.0,0.0,0.0,17.0,5.0,7.0,7.0,14.0,13.0,4.0,4.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,6.0,18.0,12.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,63.0,9.0,0.0,0.0,2.0,2.0,66.0,12.0,2.0,2.0,16.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,11.0,88.0,59.0,87.0,20.0,149.0,62.0,0.0,0.0,0.0,,,2.0,2.0,9.0,8.0,0.0,0.0,96.0,29.0,172.0,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32.0,165.0,"Weston, Florida USA",2328,"Weston, FL USA",Nina Ansaroff,52.0,SUB,blue,0.0,1.0,1.0,1.0,0.0,28.0,18.0,30.0,20.0,2.0,2.0,14.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,14.0,23.0,20.0,0.0,0.0,0.0,0.0,26.0,16.0,0.0,0.0,0.0,0.0,58.0,22.0,0.0,0.0,9.0,8.0,93.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,72.0,34.0,82.0,43.0,0.0,0.0,0.0,,,9.0,8.0,9.0,8.0,0.0,0.0,109.0,60.0,121.0,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.0,170.0,Po-Hang South Korea,1494,Seoul South Korea,Chan Sung Jung,65.0,KO/TKO,blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34.0,162.0,"Chicago, Illinois United States",2343,"Crystal Lake, Illinois United States",Felice Herrig,52.0,DEC,blue,0.0,1.0,4.0,4.0,2.0,18.0,13.0,24.0,19.0,7.0,5.0,5.0,4.0,1.0,1.0,0.0,0.0,1.0,1.0,13.0,10.0,16.0,13.0,0.0,0.0,0.0,0.0,11.0,8.0,0.0,0.0,2.0,1.0,27.0,6.0,0.0,0.0,4.0,3.0,42.0,17.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,5.0,6.0,6.0,39.0,33.0,38.0,16.0,68.0,40.0,0.0,0.0,0.0,,,5.0,4.0,5.0,4.0,41.0,35.0,61.0,33.0,97.0,63.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31.0,190.0,"Olney, Texas United States",1984,"Fort Worth, Texas United States",James Vick,70.0,SUB,blue,0.0,6.0,1.0,1.0,0.0,37.0,18.0,43.0,24.0,9.0,8.0,5.0,3.0,0.0,0.0,2.0,2.0,4.0,1.0,14.0,11.0,30.0,27.0,15.0,4.0,3.0,3.0,28.0,10.0,16.0,4.0,77.0,23.0,147.0,41.0,9.0,4.0,17.0,12.0,192.0,63.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,26.0,25.0,153.0,44.0,187.0,78.0,42.0,14.0,0.0,,,17.0,12.0,18.0,13.0,87.0,30.0,207.0,74.0,248.0,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29.0,187.0,Fribourg Switzerland,2863,"Coconut Creek, Florida United States",Volkan Oezdemir,93.0,DEC,blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,0.0,2.0,2.0,6.0,4.0,6.0,4.0,1.0,1.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,11.0,9.0,1.0,0.0,0.0,0.0,5.0,3.0,1.0,0.0,6.0,1.0,20.0
